data,id_compra,estado,loja,vendedor,produto,produto_id,preco,cliente_nome,cliente_genero,forma_pagto
2025-05-07 00:20:51.344521,897,MG,Belo Horizonte,Carlos Silva,Notebook,0,3500.0,Joanne Krause,O,Boleto
2025-05-07 14:01:53.333011,1056,MG,Belo Horizonte,João Vitor,Smartphone,1,2000.0,Albert Fultz,O,Pix
2025-05-07 14:10:52.724395,996,SP,Assis,Maria Vitoria,Mouse,5,100.0,Ruben Springer,M,Boleto
2025-05-07 23:25:45.500566,501,RJ,Rio de Janeiro,Vinicius Sanches,Cadeira Gamer,7,900.0,Claude Munoz,M,Pix
2025-05-08 01:47:53.531247,1074,SP,São Paulo,Bruno Silva,Headset,9,300.0,Paul Palm,O,Transferência Bancária
2025-05-08 07:33:56.033258,1301,MG,Belo Horizonte,João Vitor,Teclado,4,150.0,Kenneth Fischer,O,Boleto
2025-05-08 18:28:04.868326,1950,MG,Belo Horizonte,Maria Clara,Monitor,3,800.0,Hazel Kauffman,F,Boleto
2025-05-09 01:58:53.096181,1040,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Marcos Crowson,M,Transferência Bancária
2025-05-09 06:53:59.891456,1594,SP,São Paulo,Bruno Silva,Teclado,4,150.0,Kathryn Khoury,O,Pix
2025-05-09 09:15:00.153596,1627,PR,Cambará,Ana Maria,Monitor,3,800.0,Laura Murillo,O,Cartão de Crédito
2025-05-09 11:02:51.359589,903,SP,São Paulo,Carla Santos,Tablet,2,1500.0,Angelica Coleman,F,Transferência Bancária
2025-05-09 11:05:52.080358,947,PR,Cambará,Beatriz Dias,Impressora,6,1200.0,Jocelyn Spencer,F,Cartão de Crédito
2025-05-09 19:24:05.225005,1996,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Bruce Waits,M,Boleto
2025-05-09 20:32:03.073620,1845,RJ,Rio de Janeiro,Juliana Almeida,Cadeira Gamer,7,900.0,Donald Herrington,M,Cartão de Crédito
2025-05-09 20:38:57.600346,1429,MG,Belo Horizonte,Maria Clara,Mouse,5,100.0,Willie Bryant,M,Pix
2025-05-09 22:11:47.764357,668,MG,Belo Horizonte,João Vitor,Monitor,3,800.0,Stephen Grant,M,Cartão de Crédito
2025-05-10 04:56:51.714606,929,MG,Belo Horizonte,Maria Clara,Headset,9,300.0,Vanessa Perry,F,Pix
2025-05-10 11:27:42.263893,288,SP,Assis,Maria Vitoria,Headset,9,300.0,Annemarie Fowles,O,Transferência Bancária
2025-05-10 14:17:50.208612,827,SP,São Paulo,Bruno Silva,Monitor,3,800.0,Sheila Clattenburg,O,Pix
2025-05-10 18:45:00.311260,1651,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,Nicholas Lewis,O,Boleto
2025-05-10 20:27:01.372795,1717,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,Marsha Schiele,F,Transferência Bancária
2025-05-11 01:06:45.056901,480,RJ,Rio de Janeiro,Vinicius Sanches,Mesa para Escritório,8,700.0,Elizabeth Groves,O,Boleto
2025-05-11 08:27:04.889643,1957,SP,Assis,Maria Vitoria,Teclado,4,150.0,Daniel Thomas,O,Boleto
2025-05-11 10:07:57.847173,1452,PR,Cambará,Vitoria Martins,Headset,9,300.0,Eleanor Jones,F,Cartão de Crédito
2025-05-11 10:11:54.658532,1138,SP,São Paulo,Bruno Silva,Notebook,0,3500.0,Mary Oviedo,O,Transferência Bancária
2025-05-11 20:04:40.538425,152,PR,Cambará,Ana Maria,Monitor,3,800.0,Ray Alexander,M,Transferência Bancária
2025-05-11 23:35:48.501915,731,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Joyce Rhinehart,F,Transferência Bancária
2025-05-12 03:36:42.148545,279,PR,Cambará,Ana Maria,Notebook,0,3500.0,Loren Hodge,O,Transferência Bancária
2025-05-12 07:04:04.972917,1970,PR,Cambará,Vitoria Martins,Notebook,0,3500.0,James Brennan,M,Pix
2025-05-12 16:08:51.349730,900,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,Janie Spencer,F,Cartão de Crédito
2025-05-12 18:19:43.902480,405,SP,Assis,Mariana Gomes,Headset,9,300.0,Dewey Gordan,M,Pix
2025-05-13 08:45:03.322186,1856,RJ,Rio de Janeiro,Vinicius Sanches,Teclado,4,150.0,Alexander Brock,O,Cartão de Crédito
2025-05-13 13:17:55.844044,1270,MG,Belo Horizonte,João Vitor,Mesa para Escritório,8,700.0,Brandon Marquardt,M,Pix
2025-05-13 13:26:51.306591,894,SP,Assis,Mariana Gomes,Headset,9,300.0,Sadie Kittleson,F,Transferência Bancária
2025-05-13 16:12:47.718565,657,MG,Belo Horizonte,Carlos Silva,Headset,9,300.0,Cassandra Brown,O,Boleto
2025-05-13 16:57:47.750648,664,SP,São Paulo,Ana Oliveira,Mesa para Escritório,8,700.0,Wilma Blount,F,Pix
2025-05-13 17:37:38.762589,51,MG,Belo Horizonte,João Vitor,Smartphone,1,2000.0,Patricia Wetzel,F,Boleto
2025-05-13 18:26:55.887421,1277,RJ,Rio de Janeiro,Juliana Almeida,Cadeira Gamer,7,900.0,Howard Fiala,O,Boleto
2025-05-13 18:51:45.060143,481,SP,São Paulo,Carla Santos,Monitor,3,800.0,Christy Carlin,F,Transferência Bancária
2025-05-13 19:01:42.707677,312,MG,Belo Horizonte,João Vitor,Mouse,5,100.0,Herbert Tribble,M,Pix
2025-05-13 20:18:05.168449,1992,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Jennifer Walker,F,Pix
2025-05-14 07:43:39.522517,86,SP,Assis,Roberto Ferreira,Notebook,0,3500.0,William Paquet,O,Cartão de Crédito
2025-05-14 15:41:41.765378,250,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,Mary Williams,O,Boleto
2025-05-14 18:51:50.419058,835,SP,São Paulo,Carla Santos,Smartphone,1,2000.0,Charles Anderson,M,Cartão de Crédito
2025-05-14 22:54:54.580031,1128,PR,Cambará,Ana Maria,Impressora,6,1200.0,Opal Carty,F,Boleto
2025-05-15 12:22:40.357795,128,MG,Belo Horizonte,Maria Clara,Cadeira Gamer,7,900.0,Edna Dean,O,Boleto
2025-05-15 16:27:52.485125,977,SP,Assis,Roberto Ferreira,Teclado,4,150.0,Lawrence Nunez,M,Boleto
2025-05-16 06:23:02.468257,1799,PR,Cambará,Ana Maria,Teclado,4,150.0,Margaret Salinas,O,Cartão de Crédito
2025-05-16 07:34:00.479983,1661,SP,São Paulo,Carla Santos,Monitor,3,800.0,Cynthia Halladay,F,Transferência Bancária
2025-05-16 09:51:52.622702,989,SP,São Paulo,Ana Oliveira,Smartphone,1,2000.0,Kacie Jennings,F,Cartão de Crédito
2025-05-16 09:54:54.157830,1099,SP,São Paulo,Bruno Silva,Mesa para Escritório,8,700.0,Joy Russell,O,Transferência Bancária
2025-05-16 13:43:49.167281,764,SP,São Paulo,Carla Santos,Monitor,3,800.0,Christopher Kean,M,Pix
2025-05-16 16:51:40.084274,117,RJ,Rio de Janeiro,Vinicius Sanches,Mesa para Escritório,8,700.0,Lillie Barnett,F,Boleto
2025-05-17 11:20:55.626092,1238,MG,Belo Horizonte,Carlos Silva,Cadeira Gamer,7,900.0,Dorothy Walsh,F,Boleto
2025-05-17 12:21:55.380611,1212,MG,Belo Horizonte,Maria Clara,Smartphone,1,2000.0,William Peavy,M,Transferência Bancária
2025-05-17 12:58:40.995775,183,PR,Cambará,Beatriz Dias,Headset,9,300.0,Wilbert Christensen,M,Transferência Bancária
2025-05-17 16:41:47.765146,669,PR,Cambará,Ana Maria,Headset,9,300.0,Darlene Nichols,O,Cartão de Crédito
2025-05-17 18:54:47.753031,665,SP,São Paulo,Ana Oliveira,Notebook,0,3500.0,Herbert Lloyd,M,Cartão de Crédito
2025-05-17 20:04:56.737864,1369,RJ,Rio de Janeiro,Vinicius Sanches,Impressora,6,1200.0,Dennis Dalton,M,Boleto
2025-05-18 12:53:04.993668,1974,MG,Belo Horizonte,João Vitor,Mesa para Escritório,8,700.0,Angie Burmeister,O,Transferência Bancária
2025-05-18 21:06:38.767020,52,RJ,Rio de Janeiro,Pedro Sousa,Smartphone,1,2000.0,Grace Roach,F,Cartão de Crédito
2025-05-18 21:43:04.572620,1938,RJ,Rio de Janeiro,Vinicius Sanches,Cadeira Gamer,7,900.0,Marlon Eis,M,Boleto
2025-05-19 01:25:43.283240,370,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Lawrence Vargas,O,Boleto
2025-05-19 02:39:38.046551,6,PR,Cambará,Vitoria Martins,Teclado,4,150.0,Phyllis Negrete,O,Transferência Bancária
2025-05-19 10:00:47.385319,621,PR,Cambará,Beatriz Dias,Mesa para Escritório,8,700.0,Frank Williamson,M,Cartão de Crédito
2025-05-19 21:14:51.347332,898,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Jonathon Smith,O,Transferência Bancária
2025-05-19 21:25:55.935142,1289,PR,Cambará,Vitoria Martins,Notebook,0,3500.0,William Moore,M,Pix
2025-05-19 23:13:05.042314,1983,SP,Assis,Maria Vitoria,Monitor,3,800.0,Catalina Mccampbell,O,Boleto
2025-05-20 11:20:46.028300,535,RJ,Rio de Janeiro,Vinicius Sanches,Tablet,2,1500.0,Matt Cannady,O,Boleto
2025-05-20 14:46:52.400069,964,SP,São Paulo,Bruno Silva,Tablet,2,1500.0,Jeffry Saunders,M,Transferência Bancária
2025-05-20 16:29:47.296431,608,MG,Belo Horizonte,Carlos Silva,Impressora,6,1200.0,Felipe Hinrichs,M,Boleto
2025-05-20 19:08:53.068747,1034,SP,São Paulo,Bruno Silva,Headset,9,300.0,Philip Bair,O,Pix
2025-05-20 21:18:57.116474,1407,PR,Cambará,Vitoria Martins,Cadeira Gamer,7,900.0,Louise Green,O,Pix
2025-05-21 01:05:57.016397,1403,RJ,Rio de Janeiro,Vinicius Sanches,Mesa para Escritório,8,700.0,Dana Chobot,O,Transferência Bancária
2025-05-21 04:10:56.265814,1321,MG,Belo Horizonte,Carlos Silva,Tablet,2,1500.0,Cindy Bates,O,Pix
2025-05-22 02:21:55.950924,1292,MG,Belo Horizonte,João Vitor,Headset,9,300.0,Shawn Sterlace,M,Boleto
2025-05-22 23:20:44.062507,408,RJ,Rio de Janeiro,Juliana Almeida,Smartphone,1,2000.0,Rhonda Fenton,F,Transferência Bancária
2025-05-22 23:36:58.759989,1514,MG,Belo Horizonte,João Vitor,Notebook,0,3500.0,Emely Tarin,F,Pix
2025-05-23 00:17:52.373482,962,PR,Cambará,Ana Maria,Impressora,6,1200.0,Sherryl Utecht,O,Boleto
2025-05-23 01:43:47.820684,676,MG,Belo Horizonte,Maria Clara,Impressora,6,1200.0,Marjorie Switzer,F,Boleto
2025-05-23 03:17:46.149651,543,SP,São Paulo,Ana Oliveira,Mouse,5,100.0,Jacob Cox,M,Boleto
2025-05-23 05:17:47.394080,623,SP,São Paulo,Carla Santos,Impressora,6,1200.0,James Valdez,M,Cartão de Crédito
2025-05-23 07:07:50.034564,810,RJ,Rio de Janeiro,Pedro Sousa,Mesa para Escritório,8,700.0,Kiara Hilton,F,Cartão de Crédito
2025-05-23 10:16:03.032104,1841,PR,Cambará,Vitoria Martins,Mesa para Escritório,8,700.0,Michele Aoki,O,Pix
2025-05-23 16:06:55.762906,1260,RJ,Rio de Janeiro,Vinicius Sanches,Mouse,5,100.0,Kenneth Wise,M,Transferência Bancária
2025-05-23 20:23:44.225441,423,SP,Assis,Roberto Ferreira,Tablet,2,1500.0,Jimmy Miller,O,Cartão de Crédito
2025-05-23 23:57:53.239992,1051,MG,Belo Horizonte,João Vitor,Tablet,2,1500.0,Deborah Walkingstick,O,Transferência Bancária
2025-05-24 01:46:47.291582,606,SP,São Paulo,Carla Santos,Impressora,6,1200.0,David Estrada,M,Transferência Bancária
2025-05-24 09:33:40.478656,143,SP,Assis,Mariana Gomes,Cadeira Gamer,7,900.0,Jeffery Wunder,M,Pix
2025-05-24 13:29:58.721986,1512,RJ,Rio de Janeiro,Pedro Sousa,Headset,9,300.0,Ronald Brazile,O,Cartão de Crédito
2025-05-24 16:17:47.366317,614,SP,Assis,Roberto Ferreira,Headset,9,300.0,Eddie Cole,M,Cartão de Crédito
2025-05-24 17:35:44.226671,424,RJ,Rio de Janeiro,Pedro Sousa,Tablet,2,1500.0,Brady Theodore,M,Transferência Bancária
2025-05-25 04:08:48.999432,758,SP,Assis,Mariana Gomes,Headset,9,300.0,Florence Winterbottom,F,Pix
2025-05-25 06:23:46.385372,555,SP,São Paulo,Ana Oliveira,Smartphone,1,2000.0,Grover Paoletti,O,Cartão de Crédito
2025-05-25 08:49:43.552742,376,SP,Assis,Maria Vitoria,Teclado,4,150.0,Timothy Mundt,M,Cartão de Crédito
2025-05-25 21:12:51.075785,882,MG,Belo Horizonte,Maria Clara,Teclado,4,150.0,Pedro Jeremiah,O,Boleto
2025-05-26 02:24:54.683254,1144,PR,Cambará,Ana Maria,Impressora,6,1200.0,Pamela Bagley,O,Transferência Bancária
2025-05-26 02:53:40.847934,173,SP,Assis,Roberto Ferreira,Notebook,0,3500.0,Mildred Daniels,O,Pix
2025-05-26 06:16:58.686506,1507,PR,Cambará,Vitoria Martins,Teclado,4,150.0,Caitlyn Caro,F,Pix
2025-05-26 07:11:50.014361,808,SP,Assis,Maria Vitoria,Mesa para Escritório,8,700.0,Elaine Florian,O,Cartão de Crédito
2025-05-26 22:08:44.105773,412,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,Joann Pfeifer,O,Cartão de Crédito
2025-05-27 06:15:47.713298,655,PR,Cambará,Ana Maria,Smartphone,1,2000.0,Pat Grissom,F,Cartão de Crédito
2025-05-27 08:26:03.822401,1891,PR,Cambará,Vitoria Martins,Monitor,3,800.0,Rick Allen,O,Boleto
2025-05-27 15:13:01.197075,1702,SP,Assis,Mariana Gomes,Smartphone,1,2000.0,Donald Stone,M,Pix
2025-05-27 15:42:01.153753,1699,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Marshall Ackerley,M,Pix
2025-05-27 20:41:01.290243,1707,SP,São Paulo,Carla Santos,Notebook,0,3500.0,Michael Chambers,M,Boleto
2025-05-27 20:51:00.683252,1673,SP,Assis,Mariana Gomes,Notebook,0,3500.0,Laura Sandoval,F,Transferência Bancária
2025-05-28 02:10:56.928652,1393,MG,Belo Horizonte,João Vitor,Monitor,3,800.0,Courtney Nolasco,F,Pix
2025-05-28 03:38:41.494100,224,MG,Belo Horizonte,João Vitor,Impressora,6,1200.0,Anthony Bailey,O,Transferência Bancária
2025-05-28 10:41:59.371702,1561,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Roland Whiteford,O,Boleto
2025-05-28 11:15:52.507605,984,RJ,Rio de Janeiro,Juliana Almeida,Impressora,6,1200.0,James Washington,M,Transferência Bancária
2025-05-28 19:38:02.265619,1780,SP,São Paulo,Ana Oliveira,Notebook,0,3500.0,Brian Durrance,M,Transferência Bancária
2025-05-28 21:00:56.122601,1306,RJ,Rio de Janeiro,Vinicius Sanches,Impressora,6,1200.0,Antonette Reilly,F,Transferência Bancária
2025-05-29 13:26:38.335603,23,RJ,Rio de Janeiro,Juliana Almeida,Monitor,3,800.0,Katrina Johnson,F,Pix
2025-05-29 14:33:49.714311,799,RJ,Rio de Janeiro,Vinicius Sanches,Tablet,2,1500.0,George Wygant,O,Transferência Bancária
2025-05-29 18:54:05.004643,1975,RJ,Rio de Janeiro,Juliana Almeida,Mesa para Escritório,8,700.0,Tina Sweeney,F,Pix
2025-05-29 22:43:52.364472,960,MG,Belo Horizonte,João Vitor,Teclado,4,150.0,Ron Frame,O,Cartão de Crédito
2025-05-29 23:12:58.326377,1482,SP,São Paulo,Bruno Silva,Impressora,6,1200.0,Latoya Cozzi,O,Boleto
2025-05-29 23:49:58.378481,1486,PR,Cambará,Beatriz Dias,Impressora,6,1200.0,Mathew Bonney,O,Transferência Bancária
2025-05-30 02:40:50.819466,870,SP,São Paulo,Bruno Silva,Headset,9,300.0,Ivy Mashaw,O,Boleto
2025-05-30 06:27:04.991846,1973,MG,Belo Horizonte,Carlos Silva,Notebook,0,3500.0,Annette Warner,F,Boleto
2025-05-30 07:19:58.942932,1538,SP,São Paulo,Ana Oliveira,Headset,9,300.0,Lena Capley,F,Transferência Bancária
2025-05-30 18:30:59.842439,1591,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,Shane Gilbreth,M,Transferência Bancária
2025-05-30 19:14:01.919945,1747,RJ,Rio de Janeiro,Vinicius Sanches,Notebook,0,3500.0,Harrison Gleason,M,Cartão de Crédito
2025-05-30 20:58:39.717496,93,PR,Cambará,Beatriz Dias,Cadeira Gamer,7,900.0,David Robinson,M,Pix
2025-05-31 14:13:54.596576,1132,MG,Belo Horizonte,João Vitor,Mesa para Escritório,8,700.0,Margaret Landi,F,Pix
2025-05-31 16:12:58.937822,1535,PR,Cambará,Ana Maria,Notebook,0,3500.0,Tanisha Garner,O,Pix
2025-05-31 18:39:59.410445,1564,MG,Belo Horizonte,Maria Clara,Teclado,4,150.0,Bobbie Aller,F,Cartão de Crédito
2025-05-31 22:44:56.694840,1362,MG,Belo Horizonte,Carlos Silva,Impressora,6,1200.0,Cory Nelson,O,Transferência Bancária
2025-06-01 01:13:41.269592,210,RJ,Rio de Janeiro,Vinicius Sanches,Tablet,2,1500.0,Ryan Overton,O,Boleto
2025-06-01 02:24:52.453790,973,RJ,Rio de Janeiro,Vinicius Sanches,Monitor,3,800.0,Mary Gagliano,F,Cartão de Crédito
2025-06-01 03:01:05.237310,1999,PR,Cambará,Vitoria Martins,Mesa para Escritório,8,700.0,Beverly Wong,O,Boleto
2025-06-01 04:59:55.060297,1189,SP,Assis,Roberto Ferreira,Smartphone,1,2000.0,Sheila Loo,F,Cartão de Crédito
2025-06-01 15:11:55.599832,1230,SP,Assis,Roberto Ferreira,Smartphone,1,2000.0,Ethel Thompson,F,Pix
2025-06-01 17:27:01.578787,1731,RJ,Rio de Janeiro,Pedro Sousa,Mouse,5,100.0,Gerda Chamberlain,F,Transferência Bancária
2025-06-02 00:23:57.336290,1416,SP,São Paulo,Carla Santos,Impressora,6,1200.0,Mary Hall,O,Cartão de Crédito
2025-06-02 00:38:04.367537,1923,SP,São Paulo,Bruno Silva,Headset,9,300.0,Robert Titus,M,Boleto
2025-06-02 02:10:41.660926,237,SP,Assis,Mariana Gomes,Tablet,2,1500.0,David Cole,M,Cartão de Crédito
2025-06-02 03:40:41.680218,242,SP,Assis,Mariana Gomes,Mesa para Escritório,8,700.0,Regina Silvas,O,Pix
2025-06-02 19:08:03.732456,1888,RJ,Rio de Janeiro,Juliana Almeida,Smartphone,1,2000.0,Greg Madan,M,Transferência Bancária
2025-06-02 20:26:39.780042,109,MG,Belo Horizonte,Carlos Silva,Teclado,4,150.0,Joseph Pannenbacker,M,Pix
2025-06-02 22:10:56.820232,1379,PR,Cambará,Ana Maria,Teclado,4,150.0,Tyler Young,M,Cartão de Crédito
2025-06-03 02:20:54.711728,1151,PR,Cambará,Vitoria Martins,Headset,9,300.0,Lisa Aburto,F,Cartão de Crédito
2025-06-03 05:27:04.444304,1932,SP,Assis,Mariana Gomes,Mouse,5,100.0,Steven Fletcher,M,Boleto
2025-06-03 06:20:00.113573,1614,SP,Assis,Maria Vitoria,Headset,9,300.0,Tiera Sanchez,F,Pix
2025-06-03 11:22:03.885764,1894,PR,Cambará,Beatriz Dias,Teclado,4,150.0,Callie Hurd,F,Cartão de Crédito
2025-06-03 11:23:38.523218,34,PR,Cambará,Vitoria Martins,Smartphone,1,2000.0,Miranda Evans,F,Transferência Bancária
2025-06-03 13:16:55.477462,1219,RJ,Rio de Janeiro,Juliana Almeida,Smartphone,1,2000.0,Justin Godfrey,M,Boleto
2025-06-04 03:56:04.365333,1921,SP,Assis,Mariana Gomes,Mouse,5,100.0,Ronald Brown,M,Boleto
2025-06-04 06:57:04.975094,1971,SP,São Paulo,Ana Oliveira,Mouse,5,100.0,John Moffatt,O,Transferência Bancária
